1.55	0.717	3.88	1.599	4.368	3.778	3.123	-0.193	4.566	5.573	-0.896	3.499	3.893	1.29	1.724	0.438	4.051	3.239	1.753	1.439	-0.875	4.08	4.391	2.718	-2.63	0.056	0.395	0.515	2.946	1.427	1.859	2.489	0.701	2.186	-1.699	2.35	3.422	2.843	0.638
0.717	9.902	3.71	0.911	2.686	4.768	-1.412	-0.801	2.623	7.371	1.558	3.797	4.772	1.797	-0.44	-0.43	1.199	-2.237	2.458	-0.993	8.384	6.941	0.085	3.271	4.093	6.772	0.829	0.85	-0.208	-0.09	2.54	3.376	4.463	1.784	-9.723	2.738	-2.408	3.586	0.524
3.88	3.71	16.3	0.463	12.873	11.235	9.317	-2.668	16.113	9.457	-2.418	12.643	9.602	2.5	-1.845	1.261	10.58	7.802	3.24	3.326	4.32	9.006	12.927	5.603	0	-0.054	3.009	-3.411	7.609	3.143	6.071	0.114	2.546	8.8	0.14	7.007	6.321	1.684	1.18
1.599	0.911	0.463	8.22	5.071	7.121	3.136	5.154	5.637	2.189	3.368	2.608	1.688	-0.856	-0.455	-2.052	-1.742	-1.612	-4.601	-3.973	-7.329	-1.203	4.24	-1.944	0.091	-0.938	-0.23	2.597	1.706	1.861	2.591	-1.26	-0.225	1.56	1.814	2.851	0.188	2.305	-0.139
4.368	2.686	12.873	5.071	16.841	12.027	5.59	1.509	12.434	15.191	0.017	8.351	8.755	4.253	-0.325	6.984	11.282	11.8	8.723	7.069	2.062	6.665	17.742	5.747	-7.186	0.81	2.45	3.521	2.231	4.75	7.445	2.657	0.453	3.775	-1.582	4.685	13.304	2.135	2.652
3.778	4.768	11.235	7.121	12.027	13.659	5.656	3.935	13.445	7.546	-0.477	8.176	4.926	0.909	-1.224	3.596	9.114	8.309	6.049	3.322	3.795	8.106	7.829	2.307	-0.258	-0.315	2.253	1.497	5.173	4.278	6.093	-0.768	2.041	4.968	-2.521	4.015	9.042	3.178	0.701
3.123	-1.412	9.317	3.136	5.59	5.656	16.053	3.357	12.061	-6.071	-1.552	10.11	-3.604	-5.596	-0.635	2.19	3.733	7.612	0.554	0.557	0.931	7.19	10.419	-0.457	-0.763	-4.06	-1.336	0.314	2.311	-1.323	0.539	-5.396	-3.898	3.439	4.516	4.021	11.496	2.464	-0.178
-0.193	-0.801	-2.668	5.154	1.509	3.935	3.357	7.648	3.986	0.448	2.534	3.642	1.302	-1.676	-3.804	-2.241	-5.581	1.041	-3.454	-0.252	-5.545	2.079	-0.33	-2.217	-1.456	-4.129	-1.987	-1.096	-1.595	-0.278	-2.337	-1.516	-2.572	0.502	-1.6	0.738	-4.886	-0.761	-0.888
4.566	2.623	16.113	5.637	12.434	13.445	12.061	3.986	24.038	17.61	1.079	16.387	14.063	9.582	-0.846	8.87	13.555	17.492	10.865	9.154	0.715	13.218	25.234	7.892	-5.661	1.231	0.414	-1.473	2.432	3.591	8.725	-0.093	-0.017	9.178	1.357	12.369	16.931	5.46	2.524
5.573	7.371	9.457	2.189	15.191	7.546	-6.071	0.448	17.61	33.453	3.77	5.816	13.13	9.805	5.852	7.152	14.68	14.992	20.562	8.509	3.657	6.103	13.255	9.64	8.513	3.086	6.896	7.808	8.202	6.977	7.002	10.386	13.149	5.863	-6.662	5.166	17.178	3.283	6.939
-0.896	1.558	-2.418	3.368	0.017	-0.477	-1.552	2.534	1.079	3.77	4.479	0.801	-0.787	-4.759	-4.303	-1.102	0.272	-0.806	1.451	-0.204	3.294	1.459	0.78	-0.443	8.432	3.824	0.248	1.014	1.547	-1.599	-0.109	-5.061	1.606	-4.257	-6.602	-1.881	-3.42	1.838	-1.745
3.499	3.797	12.643	2.608	8.351	8.176	10.11	3.642	16.387	5.816	0.801	22.928	5.728	0.967	-0.692	3.849	10.058	9.898	7.303	3.305	2.614	13.307	14.839	3.52	9.053	-0.945	-0.996	-5.234	7.565	3.425	7.035	-9.911	2.201	9.957	-1.586	9.413	13.643	6.568	-0.936
3.893	4.772	9.602	1.688	8.755	4.926	-3.604	1.302	14.063	13.13	-0.787	5.728	22.182	3.082	0.922	1.027	4.874	12.34	15.743	7.358	-0.28	6.965	11.686	4.477	6.843	-3.59	2.89	1.436	3.028	5.749	2.826	3.873	4.447	1.342	-5.821	3.339	16.004	1.235	6.106
1.29	1.797	2.5	-0.856	4.253	0.909	-5.596	-1.676	9.582	9.805	-4.759	0.967	3.082	19.288	5.836	6.96	8.615	7.528	12.673	12.007	1.187	7.754	12.182	4.105	1.588	5.769	4.286	3.309	-1	3.519	6.453	0.477	-0.047	0.74	12.44	10.554	8.755	9.121	0.433
1.724	-0.44	-1.845	-0.455	-0.325	-1.224	-0.635	-3.804	-0.846	5.852	-4.303	-0.692	0.922	5.836	21.741	1.715	3.001	0.195	2.23	-5.363	-8.038	1.724	5.078	3.649	0.976	4.934	2.199	3.838	2.964	2.451	6.641	5.376	6.015	7.944	6.108	8.264	-2.019	5.734	-0.217
0.438	-0.43	1.261	-2.052	6.984	3.596	2.19	-2.241	8.87	7.152	-1.102	3.849	1.027	6.96	1.715	10.589	6.349	5.26	12.139	15.389	4.431	5.785	7.581	3.64	0.743	4.523	1.695	3.203	1.781	1.178	6.655	0.292	0.788	3.056	3.619	8.314	10.615	4.771	1.65
4.051	1.199	10.58	-1.742	11.282	9.114	3.733	-5.581	13.555	14.68	0.272	10.058	4.874	8.615	3.001	6.349	26.505	17.913	12.585	18.123	5.62	13.109	14.141	6.558	15.123	11.749	3.604	7.107	13.013	3.431	11.364	0.365	5.54	5.869	-0.178	10.144	16.302	7.15	3.975
3.239	-2.237	7.802	-1.612	11.8	8.309	7.612	1.041	17.492	14.992	-0.806	9.898	12.34	7.528	0.195	5.26	17.913	21.579	10.516	13.545	2.134	10.748	11.501	4.99	5.835	0.729	2.296	2.084	6.093	6.204	4.902	1.537	2.384	9.163	5.374	11.121	19.386	0.939	4.845
1.753	2.458	3.24	-4.601	8.723	6.049	0.554	-3.454	10.865	20.562	1.451	7.303	15.743	12.673	2.23	12.139	12.585	10.516	28.239	15.523	6.031	8.278	7.975	5.59	11.699	8.077	5.001	3.865	7.107	1.74	5.15	-0.829	11.854	10.396	6.856	12.795	14.767	4.798	1.841
1.439	-0.993	3.326	-3.973	7.069	3.322	0.557	-0.252	9.154	8.509	-0.204	3.305	7.358	12.007	-5.363	15.389	18.123	13.545	15.523	28.622	6.476	5.222	5.391	0.492	-4.039	-2.998	2.666	-2.516	3.086	3.442	3.469	-1.214	-2.269	4.124	19.703	9.039	11.931	-1.656	2.164
-0.875	8.384	4.32	-7.329	2.062	3.795	0.931	-5.545	0.715	3.657	3.294	2.614	-0.28	1.187	-8.038	4.431	5.62	2.134	6.031	6.476	29.204	10.91	-2.928	2.757	5.52	7.729	2.214	4.919	-0.238	-2.033	-0.578	3.907	2.099	-3.938	-3.126	-3.234	1.932	0.418	0.345
4.08	6.941	9.006	-1.203	6.665	8.106	7.19	2.079	13.218	6.103	1.459	13.307	6.965	7.754	1.724	5.785	13.109	10.748	8.278	5.222	10.91	17.255	7.044	4.186	3.479	2.123	2.532	3.057	6.395	0.119	5.974	1.099	3.863	8.261	7.146	10.423	13.362	6.162	-0.177
4.391	0.085	12.927	4.24	17.742	7.829	10.419	-0.33	25.234	13.255	0.78	14.839	11.686	12.182	5.078	7.581	14.141	11.501	7.975	5.391	-2.928	7.044	29.351	7.21	-7.905	-0.777	0.725	-1.557	6.27	4.03	11.884	-2.227	0.792	9.598	9.079	14.192	18.437	6.127	1.625
2.718	3.271	5.603	-1.944	5.747	2.307	-0.457	-2.217	7.892	9.64	-0.443	3.52	4.477	4.105	3.649	3.64	6.558	4.99	5.59	0.492	2.757	4.186	7.21	10.04	-0.985	6.194	2.212	1.614	3.225	1.72	4.065	5.75	3.658	1.837	-0.016	1.007	0.941	-1.417	0.54
-2.63	4.093	0	0.091	-7.186	-0.258	-0.763	-1.456	-5.661	8.513	8.432	9.053	6.843	1.588	0.976	0.743	15.123	5.835	11.699	-4.039	5.52	3.479	-7.905	-0.985	40.25	16.896	2.26	3.288	16.992	-1.02	8.14	-6.356	16.141	6.534	-5.3	4.965	4.854	1.309	2.811
0.056	6.772	-0.054	-0.938	0.81	-0.315	-4.06	-4.129	1.231	3.086	3.824	-0.945	-3.59	5.769	4.934	4.523	11.749	0.729	8.077	-2.998	7.729	2.123	-0.777	6.194	16.896	20.101	4.385	9.938	9.389	0.579	6.881	6.314	12.589	3.093	5.563	3.261	-1.309	3.74	1.189
0.395	0.829	3.009	-0.23	2.45	2.253	-1.336	-1.987	0.414	6.896	0.248	-0.996	2.89	4.286	2.199	1.695	3.604	2.296	5.001	2.666	2.214	2.532	0.725	2.212	2.26	4.385	4.24	0.995	2.693	3.637	2.564	4.174	3.654	1.894	2.27	2.332	1.43	2.78	-0.096
0.515	0.85	-3.411	2.597	3.521	1.497	0.314	-1.096	-1.473	7.808	1.014	-5.234	1.436	3.309	3.838	3.203	7.107	2.084	3.865	-2.516	4.919	3.057	-1.557	1.614	3.288	9.938	0.995	18.965	1.344	-3.052	2.884	9.734	6.642	0.677	-5.899	1.804	5.393	3.015	3.278
2.946	-0.208	7.609	1.706	2.231	5.173	2.311	-1.595	2.432	8.202	1.547	7.565	3.028	-1	2.964	1.781	13.013	6.093	7.107	3.086	-0.238	6.395	6.27	3.225	16.992	9.389	2.693	1.344	13.498	2.891	5.347	0.781	7.449	1.904	-4.922	1.945	4.957	2.986	1.45
1.427	-0.09	3.143	1.861	4.75	4.278	-1.323	-0.278	3.591	6.977	-1.599	3.425	5.749	3.519	2.451	1.178	3.431	6.204	1.74	3.442	-2.033	0.119	4.03	1.72	-1.02	0.579	3.637	-3.052	2.891	8.25	4.23	4.248	-0.573	1.879	0.724	-1.547	2.299	0.025	1.573
1.859	2.54	6.071	2.591	7.445	6.093	0.539	-2.337	8.725	7.002	-0.109	7.035	2.826	6.453	6.641	6.655	11.364	4.902	5.15	3.469	-0.578	5.974	11.884	4.065	8.14	6.881	2.564	2.884	5.347	4.23	11.895	-0.391	2.839	6.635	-0.392	7.415	6.302	7.178	2.216
2.489	3.376	0.114	-1.26	2.657	-0.768	-5.396	-1.516	-0.093	10.386	-5.061	-9.911	3.873	0.477	5.376	0.292	0.365	1.537	-0.829	-1.214	3.907	1.099	-2.227	5.75	-6.356	6.314	4.174	9.734	0.781	4.248	-0.391	22.331	3.907	-1.867	-2.266	-4.395	-3.568	-4.226	2.304
0.701	4.463	2.546	-0.225	0.453	2.041	-3.898	-2.572	-0.017	13.149	1.606	2.201	4.447	-0.047	6.015	0.788	5.54	2.384	11.854	-2.269	2.099	3.863	0.792	3.658	16.141	12.589	3.654	6.642	7.449	-0.573	2.839	3.907	12.698	3.393	-9.019	2.33	1.274	2.605	0.889
2.186	1.784	8.8	1.56	3.775	4.968	3.439	0.502	9.178	5.863	-4.257	9.957	1.342	0.74	7.944	3.056	5.869	9.163	10.396	4.124	-3.938	8.261	9.598	1.837	6.534	3.093	1.894	0.677	1.904	1.879	6.635	-1.867	3.393	10.49	5.444	10.736	11.739	8.481	1.084
-1.699	-9.723	0.14	1.814	-1.582	-2.521	4.516	-1.6	1.357	-6.662	-6.602	-1.586	-5.821	12.44	6.108	3.619	-0.178	5.374	6.856	19.703	-3.126	7.146	9.079	-0.016	-5.3	5.563	2.27	-5.899	-4.922	0.724	-0.392	-2.266	-9.019	5.444	24.438	20.05	1.02	7.631	3.559
2.35	2.738	7.007	2.851	4.685	4.015	4.021	0.738	12.369	5.166	-1.881	9.413	3.339	10.554	8.264	8.314	10.144	11.121	12.795	9.039	-3.234	10.423	14.192	1.007	4.965	3.261	2.332	1.804	1.945	-1.547	7.415	-4.395	2.33	10.736	20.05	21.195	15.319	15.223	-0.918
3.422	-2.408	6.321	0.188	13.304	9.042	11.496	-4.886	16.931	17.178	-3.42	13.643	16.004	8.755	-2.019	10.615	16.302	19.386	14.767	11.931	1.932	13.362	18.437	0.941	4.854	-1.309	1.43	5.393	4.957	2.299	6.302	-3.568	1.274	11.739	1.02	15.319	25.342	7.273	5.416
2.843	3.586	1.684	2.305	2.135	3.178	2.464	-0.761	5.46	3.283	1.838	6.568	1.235	9.121	5.734	4.771	7.15	0.939	4.798	-1.656	0.418	6.162	6.127	-1.417	1.309	3.74	2.78	3.015	2.986	0.025	7.178	-4.226	2.605	8.481	7.631	15.223	7.273	18.489	-1.115
0.638	0.524	1.18	-0.139	2.652	0.701	-0.178	-0.888	2.524	6.939	-1.745	-0.936	6.106	0.433	-0.217	1.65	3.975	4.845	1.841	2.164	0.345	-0.177	1.625	0.54	2.811	1.189	-0.096	3.278	1.45	1.573	2.216	2.304	0.889	1.084	3.559	-0.918	5.416	-1.115	3.744
